CustomerID,CustomerName,Age,Gender,AnnualIncome_INR,IncomeCurrency,SpendingScore_1_100,MembershipTier,JoinDate,LastPurchaseDate,VisitFrequency,AvgBasketValue_INR,TotalPurchases,OnlinePurchases,StorePurchases,PreferredCategory,City,Country,EmailProvider,DeviceType,PaymentMethod,LoyaltyPoints,SatisfactionRating_1_5,CouponUsed,ChurnNextMonth
CUST100040,Arjun Verma,59,MALE,1198552,INR,38,GOLD,,,Rarely,1608.71,17,4,13,SPORTS,Pune,India,gmail.com,IOS,CREDIT CARD,615,3,no,0
CUST100041,Diya Reddy,43,MALE,651168,INR,7,Silver,17-03-2023,15-08-2024,Monthly,1793.32,55,26,29.5,Fashion,Mumbai,India,GMAIL.COM,iOS,Debit Card,1595,1,no,0
CUST100042,Aarav Verma,24,FEMALE,708383,INR,37,PLATINUM,,,monthly,4061.04,0,0,0,Grocery,CHENNAI,india,hotmail.com,Android,Credit Card,804,5,yes,0
CUST100043,Ira Verma,35,female,970171,INR,33,silver,15-11-2024,,monthly,1357.03,21,4,18,food court,lucknow,india,hotmail.com,IOS,Wallet,643,4,yes,0
CUST100044,Arjun Kumar,32,male,498636,INR,59,Basic,,,Monthly,4173.67,2,1,2,KIDS,ahmedabad,INDIA,gmail.com,iOS,CREDIT CARD,701,5,yes,0
CUST100045,Amit Das,47,Male,1286421,INR,55,silver,,,Rarely,2856.94,37,17,20,books,Mumbai,India,gmail.com,IOS,Credit Card,1361,2,No,1
CUST100046,Pooja Mehta,32,FEMALE,626150,INR,67,Gold,,,Rarely,4277.44,55,0,5,BOOKS,Jaipur,India,yahoo.com,Mobile,Wallet,2922.125,2,No,0
CUST100047,Sai Khan,28,Male,1254311,USD,25,Gold,02-05-2023,19-04-2025,monthly,4040.04,55,26,29.5,Sports,pune,IN,gmail.com,Mobile,Debit Card,1957,2,yes,0
CUST100048,Aditya Kapoor,39,MALE,770090,INR,71,GOLD,,,RARELY,737.29,0,0,0,BEAUTY,HYDERABAD,India,gmail.com,IOS,Credit Card,1267,4,Yes,0
CUST100049,Saanvi Das,28,Male,622037,INR,65,Gold,,26-04-2025,Daily,3573.06,37,26,8,BOOKS,JAIPUR,INDIA,gmail.com,android,CREDIT CARD,449,4,Yes,1
CUST100050,Ayaan Mehta,39,MALE,799921,INR,100,Gold,,,Weekly,2758.34,20,15,5,FASHION,Lucknow,india,rediffmail.com,Android,Credit Card,931,4,Yes,0
CUST100051,Reyansh Verma,35,female,1127917,INR,69,Gold,,,monthly,5899.62625,4,0,3,grocery,jaipur,India,rediffmail.com,IOS,Debit Card,440,3,No,0
CUST100052,Rahul Iyer,32,Male,1218257,INR,48,Silver,,,Monthly,1490.61,31,26,3,Grocery,lucknow,India,company.com,Mobile,UPI,740,1,Yes,1
CUST100053,Myra Joshi,47,MALE,1516458,INR,57,Silver,,,Daily,749.19,2,0,2,beauty,Kolkata,India,gmail.com,Android,Cash,469,1,No,0
CUST100054,Pooja Joshi,16,MALE,634430,INR,97,Silver,,,monthly,995.52,14,0,14,Sports,Lucknow,india,gmail.com,Desktop,CREDIT CARD,572,4,no,0
CUST100055,Aarav Das,47,MALE,1624964.875,INR,70,Gold,,,RARELY,2826.5,3,2,1,FOOD COURT,Kolkata,IN,outlook.com,Web,Wallet,1025,1,no,0
CUST100056,Neha Nair,37,MALE,421276,INR,59,PLATINUM,,,monthly,2091.37,51,26,16,SPORTS,bengaluru,IN,GMAIL.COM,Desktop,upi,597,5,no,0
CUST100057,Rahul Patel,40,MALE,167813,INR,54,GOLD,,18-05-2023,RARELY,2331.08,1,0,2,Gaming,LUCKNOW,IN,yahoo.com,Android,Credit Card,93,4,yes,0
CUST100058,Ananya Patel,28,FEMALE,774459,INR,37,Gold,03-08-2021,,Daily,-250,20,13,7,Electronics,Jaipur,India,outlook.com,IOS,Debit Card,1715,3,No,0
CUST100059,Kiara Joshi,35,female,283960,INR,77,Gold,,01-01-2023,Rarely,1606.49,0,0,0,GAMING,ahmedabad,India,GMAIL.COM,iOS,Debit Card,710,2,yes,0
CUST100060,Sara Rao,36,FEMALE,245046,INR,44,Gold,,,RARELY,1814.65,8,1,7,HOME DECOR,bengaluru,INDIA,company.com,Mobile,upi,1373,5,Yes,0
CUST100061,Kiara Singh,37,Male,320154,INR,14,Basic,,,Daily,2852.71,22,12,11,kids,pune,India,outlook.com,web,Wallet,718,5,Yes,0
CUST100062,Aditya Kapoor,13,female,286743,USD,57,Basic,,,monthly,2341.94,12,6,6,home decor,jaipur,India,outlook.com,Mobile,upi,226,1,No,0
CUST100063,Aditya Singh,49,FEMALE,622302,INR,77,basic,,25-07-2023,Rarely,5899.62625,10,0,11,Fashion,HYDERABAD,IN,yahoo.com,android,CREDIT CARD,943,4,No,0
CUST100064,Meera Joshi,36,Female,147996,USD,60,GOLD,,,Monthly,504.71,2,1,1,FASHION,bengaluru,India,gmail.com,IOS,Cash,124,1,Yes,0
CUST100065,Kiara Singh,33,Other,646475,INR,62,Gold,30-10-2024,,RARELY,2067.69,16,8,7,Electronics,KOLKATA,IN,yahoo.com,IOS,CREDIT CARD,1273,5,yes,0
CUST100066,Neha Patel,22,male,255292,INR,38,GOLD,,30-05-2024,Weekly,2454.3,3,0,3,electronics,HYDERABAD,india,yahoo.com,iOS,Cash,377,4,No,1
CUST100067,Aditya Kapoor,34,female,570812,INR,79,Basic,,,Weekly,1123.31,35,19,17,GAMING,Hyderabad,india,company.com,android,upi,2133,1,yes,0
CUST100068,Vihaan Chopra,18,MALE,723894,INR,74,PLATINUM,03-05-2022,,RARELY,608.97,25,9,16,BEAUTY,HYDERABAD,india,GMAIL.COM,web,CREDIT CARD,1235,3,No,0
CUST100069,Vivaan Das,26,Other,865268,INR,59,Silver,,,Weekly,5899.62625,10,3,6,KIDS,Chennai,IN,yahoo.com,Web,Credit Card,1810,3,Yes,0
CUST100070,Reyansh Gupta,47,female,404157,USD,63,Platinum,,,RARELY,5899.62625,15,13,1,Home Decor,Mumbai,India,company.com,Android,Credit Card,1095,4,Yes,1
CUST100071,Ira Reddy,21,male,651168,INR,24,Gold,,22-11-2023,Monthly,1134.03,22,10,13,BOOKS,NEW DELHI,INDIA,gmail.com,web,UPI,2922.125,5,No,0
CUST100072,Aditya Verma,33,female,745713,INR,100,PLATINUM,,06-09-2023,Weekly,2057,12,3,10,BOOKS,Lucknow,India,rediffmail.com,Mobile,upi,1098,3,yes,0
CUST100073,Krishna Kumar,35,female,719636,INR,39,PLATINUM,,,Monthly,5899.62625,20,2,17,Electronics,LUCKNOW,IN,gmail.com,IOS,CREDIT CARD,718,3,No,0
CUST100074,Amit Kapoor,36,Other,1024852,INR,93,silver,,,Weekly,989.95,6,1,4,Gaming,Lucknow,India,gmail.com,Android,CREDIT CARD,1761,2,Yes,0
CUST100075,Priya Verma,29,Female,302703,USD,56,Gold,27-06-2022,28-09-2022,weekly,1261.32,11,1,11,Beauty,lucknow,India,company.com,android,Credit Card,857,3,No,0
CUST100076,Aadhya Sharma,31,Other,663077,INR,41,Gold,,,Monthly,1137.23,2,1,1,BEAUTY,HYDERABAD,India,yahoo.com,iOS,Credit Card,387,3,yes,0
CUST100077,Aadhya Nair,63.5,Female,914361,USD,43,basic,,,Daily,1354.48,3,1,3,Grocery,Chennai,India,GMAIL.COM,IOS,CREDIT CARD,1286,4,No,0
CUST100078,Sai Nair,24,Male,420783,INR,50,Basic,29-09-2023,29-05-2025,weekly,2448.05,31,15,15,Beauty,lucknow,India,company.com,Web,Debit Card,700,1,Yes,1
CUST100079,Arjun Chopra,63.5,Female,1296777,INR,21,Gold,18-10-2024,,Monthly,989.51,40,26,7,Electronics,Pune,India,company.com,IOS,Wallet,1525,5,yes,0
CUST100080,Ayaan Das,27,female,1023442,INR,42,GOLD,,,Rarely,1913,11,10,1,Fashion,Hyderabad,India,yahoo.com,Mobile,Cash,346,3,No,0
CUST100081,Aarav Khan,22,female,981429,INR,50,Basic,,20-04-2024,RARELY,1814.65,7,6,2,FOOD COURT,Kolkata,india,GMAIL.COM,Web,Credit Card,1199,4,No,0
CUST100082,Kiara Reddy,39,Other,1414744,INR,31,Gold,,,Monthly,1440.01,55,2,19,Fashion,Mumbai,IN,yahoo.com,IOS,Wallet,1095,1,yes,1
CUST100083,Ayaan Sharma,28,female,801895,INR,85,Gold,,,RARELY,1871.57,2,1,0,Electronics,Hyderabad,India,yahoo.com,IOS,Cash,0,1,No,0
CUST100084,Arjun Reddy,26,Female,626112,INR,72,Platinum,,,RARELY,2319.08,29,9,19,Sports,Pune,India,rediffmail.com,web,UPI,1332,4,Yes,0
CUST100085,Ananya Iyer,21,FEMALE,1249913,INR,57,Silver,05-12-2024,12-03-2025,Weekly,1163.61,19,0,19,Beauty,MUMBAI,India,company.com,Mobile,Credit Card,1939,7,No,0
CUST100086,Pooja Iyer,16,Female,317729,INR,73,silver,26-02-2024,,Monthly,5899.62625,14,0,13,Fashion,Chennai,IN,outlook.com,Desktop,Credit Card,1602,3,No,0
CUST100087,Myra Mishra,3.5,Other,539991,INR,45,Basic,,,Rarely,3404.22,2,0,1,Home Decor,Bengaluru,INDIA,rediffmail.com,IOS,Wallet,1158,2,no,0
CUST100088,Aarav Joshi,28,Female,760152,INR,49,Silver,,,weekly,1829.74,20,19,1,electronics,chenai,india,outlook.com,Android,Wallet,1778,4,yes,0
CUST100089,Aadhya Gupta,63.5,male,701204,INR,45,Platinum,,,Daily,4409.5,28,8,19,Fashion,Chennai,IN,GMAIL.COM,IOS,Wallet,1226,3,No,0
CUST100090,Ira Sharma,20,FEMALE,1624964.875,INR,25,basic,,,monthly,3847.57,6,4,2,GAMING,Pune,India,gmail.com,Desktop,Credit Card,313,2,yes,0
CUST100091,Aadhya Khan,47,Male,1099328,INR,59,Silver,,,Daily,1399.12,12,3,9,FASHION,PUNE,IN,rediffmail.com,Mobile,CREDIT CARD,267,4,Yes,1
CUST100092,Priya Verma,13,male,651168,INR,56,Silver,,,RARELY,761.06,21,1,19,Grocery,BENGALURU,India,gmail.com,iOS,Wallet,337,5,Yes,0
CUST100093,Priya Das,39,MALE,956877,INR,100,Gold,,,Daily,1611.42,17,4,12,BEAUTY,Chennai,india,hotmail.com,android,CREDIT CARD,1585,5,no,0
CUST100094,Ira Kapoor,37,male,1262377,INR,45,Platinum,,,RARELY,3078.55,3,1,2,gaming,Chennai,IN,gmail.com,IOS,Credit Card,1973,2,yes,0
CUST100095,Rahul Mehta,45,Other,739490,INR,22,Gold,,,monthly,3239.72,10,1,9,beauty,Delhi,India,GMAIL.COM,Desktop,Cash,1336,4,No,0
CUST100096,Meera Gupta,31,Male,634625,INR,42,Silver,,19-09-2024,Rarely,1140.3,3,0,3,electronics,Chennai,India,rediffmail.com,Android,Wallet,1195,4,Yes,0
CUST100097,Saanvi Kumar,56,Other,651168,INR,52,Platinum,,19-03-2025,RARELY,462.09,3,1,2,Grocery,lucknow,IN,gmail.com,Desktop,upi,1807,5,Yes,0
CUST100098,Neha Khan,41,Female,178737,INR,33,Platinum,,,Weekly,1582.79,24,18,5,Home Decor,Kolkata,india,GMAIL.COM,Desktop,Cash,1788,1,Yes,0
CUST100099,Aditya Mehta,40,Female,171328,INR,80,Gold,12-03-2025,07-07-2025,Weekly,5899.62625,26,10,16,beauty,ahmedabad,India,gmail.com,Web,Credit Card,1605,1,Yes,0
CUST100100,Krishna Iyer,14,female,789104,INR,57,basic,30-03-2023,,weekly,863.82,4,0,4,HOME DECOR,JAIPUR,India,yahoo.com,IOS,Credit Card,1354,5,no,0
CUST100101,Aditya Joshi,43,male,818972,INR,2,GOLD,,,Daily,5389.38,14,10,4,sports,bengaluru,INDIA,GMAIL.COM,Web,Cash,2922.125,4,No,0
CUST100102,Arjun Reddy,30,MALE,1012675,USD,55,basic,,,weekly,3524.97,3,0,2,Books,NEW DELHI,IN,yahoo.com,IOS,Credit Card,2102,5,No,1
CUST100103,Amit Singh,30,Male,252596,INR,61,Platinum,,,Daily,1275.86,5,1,4,kids,Delhi,india,GMAIL.COM,IOS,UPI,1475,3,No,0
CUST100106,Aarav Sinha,29,Other,685351,USD,26,silver,27-09-2022,17-09-2023,Weekly,-250,10,7,4,GAMING,Pune,India,gmail.com,android,CREDIT CARD,987,2,No,0
CUST100107,Sai Kumar,43,Male,549820,INR,85,basic,15-07-2025,29-11-2025,weekly,612.69,9,2,7,Electronics,Delhi,INDIA,gmail.com,Desktop,Wallet,1249,4,yes,0
CUST100108,Myra Das,36,FEMALE,551526,INR,85,Silver,28-05-2022,,Weekly,1926.47,1,0,0,fashion,CHENNAI,India,GMAIL.COM,android,upi,0,1,No,0
CUST100109,Aadhya Nair,41,female,610269,USD,52,GOLD,,,Weekly,3606.99,15,5,10,Grocery,Delhi,India,GMAIL.COM,IOS,Credit Card,1286,7,yes,0
CUST100110,Priya Sinha,28,Other,475337,INR,19,Gold,,,monthly,1259.74,3,1,3,Books,Chennai,India,yahoo.com,Android,Debit Card,450,5,No,1
CUST100112,Myra Kapoor,16,Female,1176536,INR,48,GOLD,30-12-2023,,RARELY,1832.02,1,0,2,Beauty,Bengaluru,india,gmail.com,IOS,Debit Card,544,3,yes,0
CUST100113,Rahul Das,41,MALE,302652,INR,53,Gold,,,Daily,684.16,31,26,3,books,PUNE,IN,yahoo.com,android,UPI,1306,3,No,0
CUST100114,Riya Kapoor,27,Male,536392,USD,70,Gold,04-06-2023,26-03-2024,Monthly,2002.1,4,0,5,KIDS,HYDERABAD,India,GMAIL.COM,Desktop,upi,1820,4,Yes,0
CUST100115,Aadhya Sinha,28,male,526505,INR,34,Silver,,18-07-2023,Daily,1649.94,0,0,0,Home Decor,Bengaluru,India,gmail.com,Desktop,upi,1199,2,No,0
CUST100116,Vivaan Iyer,19,Male,247217,INR,85,GOLD,23-08-2022,27-01-2025,Monthly,1471.36,0,0,0,grocery,hyderabad,india,GMAIL.COM,android,upi,1510,5,yes,1
CUST100117,Neha Chopra,50,male,698537,USD,23,Platinum,20-10-2024,09-06-2025,Rarely,3336.53,40,26,13,electronics,Pune,India,gmail.com,iOS,Debit Card,338,2,Yes,0
CUST100118,Myra Sinha,25,Male,651168,INR,97,Basic,,18-02-2026,Rarely,967.72,48,13,29.5,grocery,Hyderabad,INDIA,hotmail.com,android,Credit Card,643,5,no,0
CUST100119,Ishaan Rao,42,Female,651168,INR,36,silver,,,RARELY,2873.21,9,0,10,Gaming,ahmedabad,India,outlook.com,Mobile,Credit Card,467,1,Yes,0
CUST100120,Meera Singh,29,female,805102,INR,41,Platinum,,,Rarely,945.24,16,11,5,home decor,Mumbai,india,outlook.com,iOS,Debit Card,1323,4,Yes,1
CUST100004,Aditya Reddy,46,female,645689,INR,56,Platinum,,20-01-2026,Rarely,1617.92,12,2,11,GAMING,Hyderabad,India,gmail.com,Android,Credit Card,2440,3,yes,0
CUST100122,Kiara Sinha,38,Male,1624964.875,INR,77,basic,,,weekly,1936.75,2,1,1,GAMING,Kolkata,india,hotmail.com,Android,Credit Card,1490,3,no,0
CUST100123,Riya Singh,33,Male,782766,INR,40,Silver,,,Rarely,471.7,7,5,2,Beauty,bengaluru,India,gmail.com,IOS,upi,1855,3,Yes,1
CUST100124,Saanvi Singh,28,FEMALE,1380257,USD,18,Silver,,,Weekly,2607.51,25,17,8,FASHION,Chennai,India,gmail.com,Mobile,CREDIT CARD,468,1,Yes,0
CUST100125,Ira Khan,32,female,157196,INR,61,silver,,28-01-2023,Rarely,2081.03,26,19,6,home decor,Hyderabad,IN,gmail.com,Web,UPI,2004,1,yes,0
CUST100126,Kiara Mehta,30,Male,576395,USD,41,Platinum,,,weekly,2237.7,17,11,7,Books,BENGALURU,India,yahoo.com,Mobile,Credit Card,0,4,No,0
CUST100127,Amit Sinha,31,Female,750074,INR,74,basic,01-04-2023,25-11-2024,RARELY,4027.05,22,2,19,SPORTS,mumbai,IN,yahoo.com,iOS,CREDIT CARD,657,4,Yes,0
CUST100129,Sai Mishra,14,Female,518410,INR,40,basic,,31-10-2023,RARELY,3134.91,37,4,29.5,kids,Delhi,India,gmail.com,Android,UPI,377,4,no,0
CUST100131,Ananya Patel,63.5,Male,1412016,INR,76,Platinum,,,monthly,784.61,1,0,1,Beauty,Lucknow,India,company.com,Web,Cash,1296,3,yes,0
CUST100132,Rahul Mehta,63.5,MALE,1125441,INR,65,Gold,,,Monthly,1064.45,6,4,2,SPORTS,Hyderabad,INDIA,gmail.com,web,Debit Card,1769,3,Yes,1
CUST100068,Myra Nair,22,Female,651168,INR,88,PLATINUM,06-08-2024,,weekly,5899.62625,9,2,6,food court,Chennai,India,gmail.com,web,Credit Card,553,3,yes,0
CUST100134,Sara Joshi,33,FEMALE,651168,INR,76,Gold,03-07-2023,22-07-2023,monthly,2034.56,55,6,3,Sports,ahmedabad,India,gmail.com,web,Wallet,1199,5,No,0
CUST100135,Vivaan Khan,19,Male,251334,INR,87,Silver,,,Daily,1177.6,6,1,4,Kids,Bengaluru,India,hotmail.com,iOS,UPI,1447,1,No,0
CUST100136,Ananya Nair,18,Male,466720,INR,51,Platinum,,,monthly,2843.23,3,0,3,Electronics,HYDERABAD,India,gmail.com,IOS,Debit Card,872,4,yes,0
CUST100137,Kiara Patel,47,FEMALE,793857,INR,83,silver,,,weekly,1144.46,12,3,29.5,Food Court,Hyderabad,India,gmail.com,IOS,upi,1227,4,Yes,0
CUST100138,Ayaan Rao,40,Female,500365,INR,32,PLATINUM,,,Rarely,730.01,11,1,9,BOOKS,Delhi,india,hotmail.com,iOS,Cash,0,1,No,0
CUST100139,Sai Kapoor,37,MALE,707596,INR,49,PLATINUM,,,Monthly,1521.84,4,2,2,Food Court,KOLKATA,india,gmail.com,Desktop,Cash,1229,2,Yes,0
CUST100140,Ishaan Iyer,26,female,1607754,INR,53,Silver,22-05-2023,,Weekly,3299.26,55,2,29.5,Sports,Delhi,IN,outlook.com,Desktop,Debit Card,1170,4,Yes,0
CUST100141,Rahul Kapoor,33,Male,790169,INR,53,Basic,,,monthly,3474.34,13,3,10,Kids,ahmedabad,IN,hotmail.com,android,upi,660,1,no,0
CUST100142,Rahul Sharma,42,Other,519295,INR,28,Silver,,,Rarely,1632.32,2,1,1,Beauty,Kolkata,India,gmail.com,IOS,Cash,1268,2,No,0
CUST100143,Neha Singh,27,Male,427475,INR,37,Silver,,,weekly,1588.73,16,11,6,sports,JAIPUR,INDIA,hotmail.com,IOS,UPI,917,2,Yes,0
CUST100144,Priya Kapoor,29,Male,500883,INR,39,PLATINUM,18-08-2024,,Monthly,2030.57,9,4,5,Books,mumbai,India,hotmail.com,IOS,Cash,2586,1,Yes,0
CUST100145,Aadhya Das,47,MALE,555731,INR,58,PLATINUM,,,monthly,2362.12,12,2,10,Gaming,NEW DELHI,INDIA,GMAIL.COM,Mobile,upi,1395,4,No,1
CUST100146,Aarav Kumar,30,Female,651168,USD,74,Gold,,,Monthly,1057.63,14,9,5,Sports,LUCKNOW,India,company.com,iOS,upi,855,3,No,0
CUST100147,Saanvi Das,35,Male,160575,USD,61,PLATINUM,,18-10-2024,weekly,792.99,3,0,4,FASHION,Pune,India,hotmail.com,android,upi,1905,3,Yes,0
CUST100148,Ishaan Singh,42,Female,1624964.875,INR,62,PLATINUM,,07-09-2024,weekly,5126.73,44,5,29.5,Fashion,JAIPUR,IN,gmail.com,android,Credit Card,560,4,Yes,0
CUST100149,Diya Gupta,23,FEMALE,651168,INR,41,Platinum,,,weekly,4363.19,19,0,19,BEAUTY,jaipur,INDIA,rediffmail.com,iOS,upi,2244,5,yes,1
CUST100150,Saanvi Patel,34,FEMALE,645995,USD,53,PLATINUM,29-06-2023,,monthly,2171.74,12,4,9,Electronics,mumbai,INDIA,gmail.com,android,CREDIT CARD,934,4,Yes,0
CUST100151,Priya Chopra,30,Female,651168,INR,89,basic,08-09-2021,,Monthly,783.38,18,7,12,sports,ahmedabad,india,gmail.com,IOS,UPI,474,2,No,1
CUST100152,Priya Verma,45,MALE,472036,INR,68,GOLD,05-01-2025,,Rarely,1777.34,19,14,5,electronics,KOLKATA,India,gmail.com,web,CREDIT CARD,1290,4,Yes,0
CUST100153,Neha Nair,30,Female,474216,INR,58,GOLD,,,Monthly,990.36,1,0,1,BEAUTY,CHENNAI,India,yahoo.com,IOS,Cash,734,3,No,1
